	tweet_id	binary_label	multiclass_label	ner_label
0	1622414186759208960	0	Konu Dışı	[]
1	1622410402586927104	0	Konu Dışı	[]
2	1622411465498951680	0	Konu Dışı	[]
3	1622408093186363392	0	Yardım Çağrısı	[[23, 30, 'il']]
4	1622407743524020224	0	Konu Dışı	[]
5	1622411877786558464	0	Konu Dışı	[]
6	1622411225593249792	0	Konu Dışı	[]
7	1622405496668917760	0	Konu Dışı	[]
8	1622409775932751872	0	Konu Dışı	[]
9	1622426918313140224	1	Yardım Çağrısı	[[35, 43, 'il'], [51, 59, 'il'], [44, 50, 'ilçe'], [0, 17, 'mahalle veya köy'], [18, 28, 'bulvar veya cadde veya sokak'], [29, 34, 'no'], [62, 75, 'kişi durumu']]
10	1622420479574147072	0	Bilgi Paylaşımı	[]
11	1622424159467847680	0	Yardım Çağrısı	[[71, 76, 'il']]
12	1622419813766152192	0	Konu Dışı	[]
13	1622423680012664832	0	Konu Dışı	[]
14	1622429634221510912	0	Bilgi Paylaşımı	[]
15	1622425588945362944	0	Konu Dışı	[]
16	1622421598761357312	0	Bağış ve Gönüllülük	[]
17	1622426849606246400	0	Bilgi Paylaşımı	[]
18	1622416887291301888	0	Yardım Çağrısı	[]
19	1622428654494957568	0	Konu Dışı	[]
20	1622419574325927936	0	Bilgi Paylaşımı	[]
21	1622421545820868608	1	Yardım Çağrısı	[[0, 5, 'il'], [7, 21, 'mahalle veya köy'], [23, 34, 'bulvar veya cadde veya sokak'], [36, 46, 'apartman veya bina veya site'], [47, 54, 'no'], [72, 85, 'kişi durumu']]
22	1622426873971249152	0	Bilgi Paylaşımı	[]
23	1622418986926325760	0	Konu Dışı	[]
24	1622426098146447360	0	Konu Dışı	[]
25	1622418154994470912	0	Konu Dışı	[]
26	1622426982767099904	0	Konu Dışı	[]
27	1622415193690050560	0	Konu Dışı	[]
28	1622428309299630080	0	Bilgi Paylaşımı	[]
29	1622429349944107008	0	Bilgi Paylaşımı	[]
30	1622427750911905792	0	Bağış ve Gönüllülük	[]
31	1622421765610782720	0	Bilgi Paylaşımı	[]
32	1622427263835717632	0	Bilgi Paylaşımı	[]
33	1622419468843458560	0	Bilgi Paylaşımı	[]
34	1622426567933665280	0	Bilgi Paylaşımı	[]
35	1622428325984567296	0	Konu Dışı	[]
36	1622425880847945728	0	Yardım Çağrısı	[]
37	1622415745362657280	0	İhtiyaç	[]
38	1622432437388120064	0	Konu Dışı	[]
39	1622435189963071488	0	Bilgi Paylaşımı	[]
40	1622434415753273088	0	Konu Dışı	[]
41	1622440872905265152	0	Bilgi Paylaşımı	[]
42	1622435625910648832	0	Bilgi Paylaşımı	[]
43	1622430017559957504	0	Bilgi Paylaşımı	[]
44	1622439472708128768	0	Konu Dışı	[]
45	1622443747651845888	0	Konu Dışı	[]
46	1622441593281060864	0	Konu Dışı	[]
47	1622431903570661376	0	Konu Dışı	[]
48	1622432642544058368	1	Yardım Çağrısı	[[77, 90, 'il'], [27, 35, 'il'], [36, 44, 'ilçe'], [45, 67, 'bulvar veya cadde veya sokak'], [0, 13, 'kişi durumu'], [0, 22, 'kişi durumu']]
49	1622434920562938112	0	Yardım Çağrısı	[]
50	1622432221847064576	1	Yardım Çağrısı	[[1, 14, 'il'], [31, 50, 'apartman veya bina veya site'], [15, 30, 'yer']]
51	1622442382858780672	0	Konu Dışı	[]
52	1622433138612781056	0	Konu Dışı	[]
53	1622433406729551872	0	Konu Dışı	[]
54	1622439089218756608	0	Bilgi Paylaşımı	[]
55	1622432644234448896	0	Bilgi Paylaşımı	[]
56	1622444237345153024	0	Bilgi Paylaşımı	[]
57	1622431396357611520	0	Bilgi Paylaşımı	[]
58	1622443930875830272	0	Bağış ve Gönüllülük	[]
59	1622440655636021248	0	Bilgi Paylaşımı	[]
60	1622430889039872000	1	Yardım Çağrısı	[[151, 156, 'il'], [6, 13, 'il'], [0, 5, 'il'], [6, 13, 'ilçe'], [46, 61, 'apartman veya bina veya site'], [63, 70, 'no'], [71, 76, 'kişi'], [77, 89, 'kişi durumu'], [14, 45, 'yer'], [151, 156, 'ihtiyaç'], [138, 144, 'ihtiyaç'], [0, 5, 'ihtiyaç']]
61	1622431174709633024	1	Yardım Çağrısı	[[0, 5, 'il'], [6, 11, 'ilçe'], [12, 29, 'mahalle veya köy'], [63, 78, 'kişi durumu'], [102, 113, 'ihtiyaç']]
62	1622434634960191488	1	Yardım Çağrısı	[[83, 96, 'il'], [170, 178, 'ilçe'], [105, 113, 'ilçe'], [114, 129, 'mahalle veya köy'], [149, 169, 'mahalle veya köy'], [131, 138, 'bulvar veya cadde veya sokak'], [139, 148, 'no'], [47, 54, 'kişi'], [29, 42, 'kişi durumu'], [149, 194, 'yer']]
63	1622443837367980032	0	Konu Dışı	[]
64	1622439640203419648	0	Konu Dışı	[]
65	1622441137171480576	0	Konu Dışı	[]
66	1622440744517619712	0	Konu Dışı	[]
67	1622432000287055872	0	Bilgi Paylaşımı	[]
68	1622435103233146880	0	Bilgi Paylaşımı	[]
69	1622440449804754944	0	Bilgi Paylaşımı	[]
70	1622443869961961472	0	Bilgi Paylaşımı	[]
71	1622439160328888320	0	Bilgi Paylaşımı	[]
72	1622437808114892800	0	Konu Dışı	[]
73	1622430709171331072	0	Bilgi Paylaşımı	[]
74	1622430662748774400	0	Bilgi Paylaşımı	[]
75	1622433259236872192	0	Bilgi Paylaşımı	[]
76	1622438278635945984	0	Bilgi Paylaşımı	[]
77	1622433059369885696	0	Bilgi Paylaşımı	[]
78	1622442735423692800	0	Konu Dışı	[]
79	1622436682698981376	0	Bağış ve Gönüllülük	[]
80	1622437202620727296	0	Bağış ve Gönüllülük	[]
81	1622439444459491328	0	Konu Dışı	[]
82	1622443115473735680	0	Yardım Çağrısı	[[21, 29, 'il'], [0, 20, 'kişi'], [54, 66, 'kişi'], [83, 99, 'kişi durumu'], [108, 114, 'ihtiyaç']]
83	1622459376601645056	1	Yardım Çağrısı	[[61, 66, 'il'], [0, 17, 'mahalle veya köy'], [18, 33, 'bulvar veya cadde veya sokak'], [67, 80, 'kişi durumu']]
84	1622455058666340352	0	Konu Dışı	[]
85	1622457180988358912	0	Konu Dışı	[]
86	1622448412342816768	0	Konu Dışı	[]
87	1622447928299118592	0	Konu Dışı	[]
88	1622449487229718528	0	Konu Dışı	[]
89	1622456423840882688	0	Yardım Çağrısı	[]
90	1622450816652026112	0	Bilgi Paylaşımı	[]
91	1622448847011061760	0	Konu Dışı	[]
92	1622452861220098048	0	Konu Dışı	[]
93	1622459208678490112	0	Bilgi Paylaşımı	[]
94	1622445715493453824	0	Bilgi Paylaşımı	[]
95	1622455273859211264	0	Bilgi Paylaşımı	[]
96	1622457190899499008	0	Konu Dışı	[]
97	1622453904096075776	0	Bilgi Paylaşımı	[]
98	1622445620819623936	0	Bilgi Paylaşımı	[]
99	1622449084815515648	0	Bilgi Paylaşımı	[]
100	1622454488266055680	0	Yardım Çağrısı	[]
101	1622459773278130176	0	Bilgi Paylaşımı	[]
102	1622446742548389888	0	İhtiyaç	[]
103	1622446784139169792	0	Bağış ve Gönüllülük	[]
104	1622451150841696512	0	Bilgi Paylaşımı	[]
105	1622456768788832512	0	Konu Dışı	[]
106	1622454077001957376	0	Bilgi Paylaşımı	[]
107	1622457755360534528	0	Yardım Çağrısı	[[0, 22, 'kişi'], [23, 36, 'kişi durumu']]
108	1622455306713239552	0	Yardım Çağrısı	[[0, 18, 'kişi'], [22, 32, 'kişi'], [33, 46, 'kişi durumu']]
109	1622450789380939776	0	Konu Dışı	[]
110	1622446254675398912	0	Bağış ve Gönüllülük	[]
111	1622450873782657024	0	Bilgi Paylaşımı	[]
112	1622456336255442944	1	Yardım Çağrısı	[[60, 65, 'il'], [67, 74, 'il'], [67, 74, 'ilçe'], [0, 17, 'mahalle veya köy'], [18, 31, 'bulvar veya cadde veya sokak'], [32, 48, 'apartman veya bina veya site'], [49, 59, 'no']]
113	1622446185641295872	0	Konu Dışı	[]
114	1622456416958136320	1	Yardım Çağrısı	[[209, 218, 'il'], [138, 147, 'il'], [200, 208, 'ilçe'], [129, 137, 'ilçe'], [70, 90, 'mahalle veya köy'], [91, 107, 'bulvar veya cadde veya sokak'], [108, 128, 'apartman veya bina veya site'], [36, 43, 'kişi'], [27, 34, 'kişi'], [191, 199, 'kişi'], [178, 199, 'kişi'], [167, 177, 'kişi'], [160, 166, 'kişi'], [63, 69, 'kişi'], [19, 25, 'kişi'], [150, 159, 'kişi'], [44, 57, 'kişi durumu'], [222, 235, 'kişi durumu']]
115	1622446391795539968	0	Konu Dışı	[]
116	1622447077144887296	0	Bilgi Paylaşımı	[]
117	1622456088627973888	0	Bilgi Paylaşımı	[]
118	1622447502367625216	0	Bağış ve Gönüllülük	[]
119	1622455562905559040	0	Bilgi Paylaşımı	[]
120	1622456256806936576	0	Bilgi Paylaşımı	[]
121	1622445360202252288	0	Bilgi Paylaşımı	[]
122	1622448173997236224	0	Konu Dışı	[]
123	1622445417542688768	1	Yardım Çağrısı	[[0, 7, 'il'], [138, 145, 'il'], [8, 26, 'bulvar veya cadde veya sokak'], [27, 43, 'yer']]
124	1622449221851922432	0	Konu Dışı	[]
125	1622448412946845696	0	Konu Dışı	[]
126	1622471830949793792	0	Konu Dışı	[]
127	1622470873197301760	0	Konu Dışı	[]
128	1622467528495595520	1	Yardım Çağrısı	[[127, 132, 'il'], [106, 113, 'il'], [106, 113, 'ilçe'], [39, 57, 'mahalle veya köy'], [58, 69, 'bulvar veya cadde veya sokak']]
129	1622469089082966016	0	Bilgi Paylaşımı	[]
130	1622462606412857088	0	Konu Dışı	[]
131	1622466232896069632	0	Bilgi Paylaşımı	[]
132	1622474627636158464	0	Bilgi Paylaşımı	[]
133	1622461836934135808	0	Konu Dışı	[]
134	1622467485885685760	0	Konu Dışı	[]
135	1622474778320728064	0	Bilgi Paylaşımı	[]
136	1622468526073069568	0	Konu Dışı	[]
137	1622461127027294208	0	Yardım Çağrısı	[[0, 5, 'il'], [48, 53, 'il'], [22, 32, 'kişi'], [33, 46, 'kişi durumu']]
138	1622473452845236224	0	Yardım Çağrısı	[[20, 38, 'kişi'], [39, 52, 'kişi durumu'], [0, 11, 'ihtiyaç']]
139	1622466406267625472	0	Yardım Çağrısı	[[80, 93, 'il'], [36, 45, 'kişi'], [46, 55, 'kişi'], [56, 69, 'kişi durumu']]
140	1622470384929935360	0	Bağış ve Gönüllülük	[]
141	1622460736306806784	0	Bağış ve Gönüllülük	[]
142	1622470135213604864	0	Bilgi Paylaşımı	[]
143	1622460860953141248	0	Yardım Çağrısı	[[133, 138, 'il'], [38, 49, 'kişi'], [52, 65, 'kişi durumu']]
144	1622475008869007360	0	Bilgi Paylaşımı	[]
145	1622463880931713024	0	Bilgi Paylaşımı	[]
146	1622461189618905088	0	Bilgi Paylaşımı	[]
147	1622474698603872512	0	Konu Dışı	[]
148	1622465282408124416	0	Konu Dışı	[]
149	1622474510766075904	0	Bilgi Paylaşımı	[]
150	1622465669081051136	0	Konu Dışı	[]
151	1622466691841015808	0	Konu Dışı	[]
152	1622466853707698176	0	Konu Dışı	[]
153	1622462130401280000	0	Bilgi Paylaşımı	[]
154	1622469312136073216	0	Yardım Çağrısı	[[50, 67, 'kişi'], [76, 82, 'ihtiyaç']]
155	1622460980557930496	0	Yardım Çağrısı	[]
156	1622471857784905728	0	Konu Dışı	[]
157	1622460462225817600	0	Bilgi Paylaşımı	[]
158	1622471330497953792	0	Konu Dışı	[]
159	1622460107253596160	0	Bilgi Paylaşımı	[]
160	1622460346756743168	0	Konu Dışı	[]
161	1622474272143773696	0	Yardım Çağrısı	[]
162	1622465893757333504	0	Konu Dışı	[]
163	1622465198316523520	0	Konu Dışı	[]
164	1622462434882605056	0	Konu Dışı	[]
165	1622481401139367936	0	Konu Dışı	[]
166	1622486274358628352	0	Konu Dışı	[]
167	1622489680577978368	1	Yardım Çağrısı	[[6, 13, 'il'], [0, 5, 'il'], [6, 13, 'ilçe'], [17, 34, 'mahalle veya köy'], [35, 72, 'bulvar veya cadde veya sokak'], [52, 65, 'bulvar veya cadde veya sokak'], [92, 105, 'kişi'], [73, 77, 'kişi'], [81, 91, 'kişi'], [106, 118, 'kişi durumu']]
168	1622486570409291776	1	Yardım Çağrısı	[[11, 16, 'il'], [0, 10, 'ilçe'], [17, 33, 'mahalle veya köy'], [34, 56, 'apartman veya bina veya site'], [92, 104, 'kişi'], [64, 77, 'kişi durumu'], [110, 121, 'ihtiyaç']]
169	1622480772153196288	1	Yardım Çağrısı	[[159, 164, 'il'], [172, 177, 'il'], [55, 60, 'il'], [34, 49, 'bulvar veya cadde veya sokak'], [11, 33, 'bulvar veya cadde veya sokak'], [50, 54, 'no'], [87, 102, 'kişi durumu'], [87, 93, 'ihtiyaç']]
170	1622488162202255360	0	Konu Dışı	[]
171	1622483942535319552	0	Bilgi Paylaşımı	[]
172	1622480319105343488	0	Konu Dışı	[]
173	1622488397309784064	0	Konu Dışı	[]
174	1622488929717915648	0	Konu Dışı	[]
175	1622485106492334080	0	Konu Dışı	[]
176	1622477030536187904	0	Konu Dışı	[]
177	1622478262118019072	0	Konu Dışı	[]
178	1622482146261667840	0	Bilgi Paylaşımı	[]
179	1622478204932849664	0	Bilgi Paylaşımı	[]
180	1622486852660772864	0	Bilgi Paylaşımı	[]
181	1622490179482124288	0	Bilgi Paylaşımı	[]
182	1622475715538202624	0	Bilgi Paylaşımı	[]
183	1622487158329073664	0	Bilgi Paylaşımı	[]
184	1622480547325923328	0	Bilgi Paylaşımı	[]
185	1622485412961812480	0	Konu Dışı	[]
186	1622478486936989696	0	Yardım Çağrısı	[[63, 68, 'il'], [0, 18, 'kişi'], [12, 18, 'kişi'], [19, 39, 'kişi durumu'], [48, 58, 'kişi durumu']]
187	1622483205205917696	0	Yardım Çağrısı	[[81, 91, 'il'], [19, 29, 'il'], [0, 18, 'kişi'], [33, 55, 'kişi durumu'], [56, 69, 'ihtiyaç']]
188	1622484822089207808	0	Konu Dışı	[]
189	1622486025359577088	0	Bilgi Paylaşımı	[]
190	1622484751868100608	1	Yardım Çağrısı	[[96, 101, 'il'], [117, 122, 'il'], [0, 5, 'il'], [14, 28, 'bulvar veya cadde veya sokak'], [76, 82, 'ihtiyaç']]
191	1622485145604210688	1	Yardım Çağrısı	[[0, 8, 'il'], [35, 52, 'kişi'], [21, 34, 'kişi durumu'], [69, 75, 'ihtiyaç']]
192	1622481067042123776	1	Yardım Çağrısı	[[19, 32, 'il'], [33, 41, 'ilçe'], [42, 57, 'mahalle veya köy'], [86, 99, 'kişi durumu'], [115, 121, 'ihtiyaç'], [110, 121, 'ihtiyaç']]
193	1622489736928428032	0	Konu Dışı	[]
194	1622477796885909504	0	Konu Dışı	[]
195	1622475952977575936	0	Yardım Çağrısı	[]
196	1622486108541005824	0	Bilgi Paylaşımı	[]
197	1622487158689873920	0	Bilgi Paylaşımı	[]
198	1622490099899326464	0	Konu Dışı	[]
199	1622505273477693440	1	Yardım Çağrısı	[[0, 13, 'il'], [14, 29, 'bulvar veya cadde veya sokak'], [118, 145, 'apartman veya bina veya site'], [30, 37, 'kişi'], [146, 158, 'kişi'], [38, 58, 'kişi durumu']]
200	1622500479061082112	1	Yardım Çağrısı	[[60, 65, 'il'], [52, 59, 'ilçe'], [126, 133, 'ilçe'], [0, 17, 'mahalle veya köy'], [18, 29, 'bulvar veya cadde veya sokak'], [35, 50, 'apartman veya bina veya site'], [30, 34, 'no']]
201	1622503120730210304	0	Konu Dışı	[]
202	1622496761896902912	0	Konu Dışı	[]
203	1622504409459486720	0	Konu Dışı	[]
204	1622493202518269952	0	Bilgi Paylaşımı	[]
205	1622491360388341760	0	Konu Dışı	[]
206	1622502066433277952	0	Konu Dışı	[]
207	1622502107881291776	0	Konu Dışı	[]
208	1622491025615863808	0	Bağış ve Gönüllülük	[]
209	1622499749130534912	0	Yardım Çağrısı	[]
210	1622493368050761728	1	Yardım Çağrısı	[[0, 13, 'il'], [164, 177, 'il'], [43, 55, 'apartman veya bina veya site'], [103, 110, 'kişi'], [82, 92, 'kişi'], [63, 81, 'kişi'], [93, 99, 'kişi'], [111, 124, 'kişi durumu'], [132, 138, 'ihtiyaç']]
211	1622502221072965632	0	Bilgi Paylaşımı	[]
212	1622495321170513920	0	Bilgi Paylaşımı	[]
213	1622496837348253696	0	Bilgi Paylaşımı	[]
214	1622501427565281280	0	Bağış ve Gönüllülük	[]
215	1622502728076341248	0	Bağış ve Gönüllülük	[]
216	1622496002035879936	0	Bilgi Paylaşımı	[]
217	1622498116766208000	0	Bağış ve Gönüllülük	[]
218	1622491448456237056	0	Yardım Çağrısı	[]
219	1622501861268893696	0	Konu Dışı	[]
220	1622496552223748096	0	Yardım Çağrısı	[]
221	1622492587054473216	0	Bilgi Paylaşımı	[]
222	1622497847613554688	0	Konu Dışı	[]
223	1622490949069819904	0	Bağış ve Gönüllülük	[]
224	1622497567933095936	0	Konu Dışı	[]
225	1622490401570447360	0	Konu Dışı	[]
226	1622502081788518400	0	Bilgi Paylaşımı	[]
227	1622492662405206016	0	Bilgi Paylaşımı	[]
228	1622492185185624064	0	Konu Dışı	[]
229	1622490739425873920	0	Bilgi Paylaşımı	[]
230	1622502530839113728	0	Yardım Çağrısı	[]
231	1622518085012930560	1	Yardım Çağrısı	[[0, 12, 'mahalle veya köy'], [12, 18, 'bulvar veya cadde veya sokak'], [19, 24, 'no'], [25, 32, 'kişi'], [33, 39, 'kişi'], [43, 56, 'kişi durumu']]
232	1622510540722520064	0	Bilgi Paylaşımı	[]
233	1622511032726847488	0	Bilgi Paylaşımı	[]
234	1622520051566772224	1	Yardım Çağrısı	[[48, 53, 'il'], [40, 47, 'ilçe'], [0, 17, 'mahalle veya köy'], [18, 33, 'apartman veya bina veya site'], [34, 39, 'no'], [55, 70, 'kişi'], [71, 85, 'kişi durumu']]
235	1622512379211747328	1	Yardım Çağrısı	[[0, 5, 'il'], [61, 73, 'kişi'], [78, 91, 'kişi'], [95, 102, 'kişi']]
236	1622508891413049088	1	Yardım Çağrısı	[[0, 9, 'il'], [10, 17, 'ilçe'], [18, 39, 'mahalle veya köy'], [40, 54, 'apartman veya bina veya site'], [55, 61, 'kişi'], [65, 81, 'kişi durumu']]
237	1622518863609884672	0	Bağış ve Gönüllülük	[]
238	1622509240412684288	0	Yardım Çağrısı	[[0, 18, 'kişi'], [19, 32, 'kişi durumu']]
239	1622508220311908352	0	Yardım Çağrısı	[[72, 80, 'il'], [82, 95, 'il'], [0, 18, 'kişi'], [22, 30, 'kişi'], [31, 44, 'kişi durumu'], [52, 58, 'ihtiyaç']]
240	1622514310005014528	0	Konu Dışı	[]
241	1622518943536541696	1	Yardım Çağrısı	[]
242	1622509604033667072	1	Yardım Çağrısı	[[83, 88, 'il'], [20, 40, 'mahalle veya köy'], [41, 63, 'bulvar veya cadde veya sokak'], [65, 81, 'apartman veya bina veya site'], [89, 99, 'kişi'], [103, 106, 'kişi'], [107, 120, 'kişi durumu'], [126, 140, 'ihtiyaç'], [149, 155, 'ihtiyaç']]
243	1622510478965592064	1	Yardım Çağrısı	[[0, 13, 'il'], [14, 26, 'ilçe'], [34, 48, 'mahalle veya köy'], [103, 83, 'kişi durumu'], [59, 65, 'ihtiyaç']]
244	1622517845547532288	1	Yardım Çağrısı	[[26, 31, 'il'], [32, 39, 'ilçe'], [47, 61, 'mahalle veya köy'], [79, 92, 'kişi durumu']]
245	1622512003725017088	1	Yardım Çağrısı	[[0, 8, 'ilçe'], [38, 44, 'ihtiyaç']]
246	1622516043703808000	0	Konu Dışı	[]
247	1622509574040305664	0	Konu Dışı	[]
248	1622506072798814208	0	Bilgi Paylaşımı	[]
249	1622509111979003904	0	Bilgi Paylaşımı	[]
250	1622512121308217088	0	Bilgi Paylaşımı	[]
251	1622518078838870016	0	Konu Dışı	[]
252	1622519501949378560	0	Konu Dışı	[]
253	1622518389213200384	0	Konu Dışı	[]
254	1622507179667251200	0	Bağış ve Gönüllülük	[]
255	1622516914344931328	0	Konu Dışı	[]
256	1622508142327111680	0	Konu Dışı	[]
257	1622516569711542272	0	Konu Dışı	[]
258	1622518129044717568	0	Konu Dışı	[]
259	1622510306420211712	1	Yardım Çağrısı	[[0, 8, 'il'], [9, 20, 'apartman veya bina veya site'], [43, 62, 'kişi'], [21, 39, 'kişi'], [63, 76, 'kişi durumu'], [77, 83, 'ihtiyaç']]
260	1622520313173999616	1	Yardım Çağrısı	[[61, 70, 'il'], [6, 13, 'ilçe'], [78, 85, 'ilçe'], [0, 19, 'apartman veya bina veya site'], [23, 35, 'kişi']]
261	1622511474223489024	1	Yardım Çağrısı	[[1, 14, 'il'], [15, 32, 'mahalle veya köy'], [33, 49, 'apartman veya bina veya site']]
262	1622510473718427648	0	Konu Dışı	[]
263	1622510487576379392	0	Bilgi Paylaşımı	[]
264	1622508425568460800	0	Bilgi Paylaşımı	[]
265	1622511765421449216	0	Bilgi Paylaşımı	[]
266	1622511035465846784	0	Konu Dışı	[]
267	1622517954171510784	0	Bağış ve Gönüllülük	[]
268	1622516466460332032	0	Bağış ve Gönüllülük	[]
269	1622508098102480896	0	Bağış ve Gönüllülük	[]
270	1622509669733306368	0	Konu Dışı	[]
271	1622508464244240384	0	Konu Dışı	[]
272	1622517137238548480	0	Konu Dışı	[]
273	1622507507724812288	0	Konu Dışı	[]
274	1622507430742458368	0	Konu Dışı	[]
275	1622520165152833536	0	Bağış ve Gönüllülük	[]
276	1622514318544625664	0	Bilgi Paylaşımı	[]
277	1622516393705865216	0	Bilgi Paylaşımı	[]
278	1622510032972562432	0	Konu Dışı	[]
